rank,label,symbols,fast_lookback,medium_lookback,slow_lookback,min_score,exit_score,reverse_score,min_fast_move_bps,volatility_penalty,min_holding_period,max_holding_period,max_spread_bps,proxy_score,final_equity,return_pct,max_drawdown_pct,sharpe_15m,risk_discipline_score,trade_count,fills,turnover_notional,total_pnl_usd,wf_positive_fold_fraction,wf_active_fold_fraction,wf_active_positive_fold_fraction,wf_non_negative_fold_fraction,wf_losing_fold_fraction,wf_median_test_return_pct,wf_median_active_test_return_pct,wf_worst_test_drawdown_pct,wf_total_evaluation_fills,promotion_status,promotion_live_ready,promotion_reason
1,selective_5_15_40_s2_75_f2_00_v0_50_hold24_120,AUDUSD USDCHF,5,15,40,2.75,0.15,3.25,2.0,0.5,24,120,12.0,95.0,999384.9024447398,-0.0006150975552601246,0.0010542056269220446,-0.015883551260360885,0,366,366,9149683.155227661,-615.0975552603634,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666667,-0.00010377757499513418,-0.00010377757499513418,0.00035329504042136417,204,REJECT,False,non-negative fold fraction 33.3% is below 70.0%
2,strict_4_12_32_s2_25_f1_75_v0_40_hold24_96,AUDUSD USDCHF,4,12,32,2.25,0.1,2.75,1.75,0.4,24,96,12.0,95.0,998964.4876290065,-0.0010355123709935299,0.001320803458929709,-0.026626694041505326,0,471,471,11774691.680906191,-1035.512370991977,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666667,-0.00012372459800130686,-0.00012372459800130686,0.00034177523259415477,240,REJECT,False,non-negative fold fraction 33.3% is below 70.0%
3,current_3_8_20_s1_20_f1_00_v0_25_hold15_90,AUDUSD USDCHF,3,8,20,1.2,0.05,2.0,1.0,0.25,15,90,12.0,95.0,997193.4724086759,-0.0028065275913240484,0.0029275600529027335,-0.07008809403203396,0,849,849,21224933.1831349,-2806.527591322535,0.16666666666666666,1.0,0.16666666666666666,0.16666666666666666,0.8333333333333334,-0.0001256989152245147,-0.0001256989152245147,0.00048666226106064414,426,REJECT,False,non-negative fold fraction 16.7% is below 70.0%
4,strict_3_8_20_s2_00_f1_50_v0_35_hold20_90,AUDUSD USDCHF,3,8,20,2.0,0.1,2.5,1.5,0.35,20,90,12.0,95.0,997588.2113020717,-0.002411788697928352,0.00281014094758969,-0.060325453345817084,0,657,657,16424832.8347327,-2411.788697928733,0.16666666666666666,1.0,0.16666666666666666,0.16666666666666666,0.8333333333333334,-0.0001313246087669695,-0.0001313246087669695,0.0004406974465152036,330,REJECT,False,non-negative fold fraction 16.7% is below 70.0%
5,fast_but_filtered_3_10_30_s2_50_f2_00_v0_45_hold16_64,AUDUSD USDCHF,3,10,30,2.5,0.15,3.0,2.0,0.45,16,64,12.0,95.0,998075.3008432159,-0.00192469915678406,0.002279617489711172,-0.049680847741557815,0,509,509,12724523.213468883,-1924.6991567829336,0.16666666666666666,1.0,0.16666666666666666,0.16666666666666666,0.8333333333333334,-0.00014461722719461,-0.00014461722719461,0.00036934600629634495,264,REJECT,False,non-negative fold fraction 16.7% is below 70.0%
