strategy,symbols,folds,promotion_status,promotion_live_ready,promotion_reason,positive_fold_fraction,active_fold_fraction,active_positive_fold_fraction,non_negative_fold_fraction,losing_fold_fraction,median_test_return_pct,median_active_test_return_pct,median_test_sharpe_15m,worst_test_drawdown_pct,average_risk_discipline_score,total_evaluation_fills,positive_return_sum_pct,largest_positive_fold_return_pct,largest_positive_fold_contribution
relative_strength,AUDUSD EURGBP GBPUSD USDCAD USDJPY,6,REJECT,False,strategy produced no active fixed-warmup evaluation folds,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,100.0,0,0.0,0.0,0.0
