strategy,symbols,folds,promotion_status,promotion_live_ready,promotion_reason,positive_fold_fraction,active_fold_fraction,active_positive_fold_fraction,non_negative_fold_fraction,losing_fold_fraction,median_test_return_pct,median_active_test_return_pct,median_test_sharpe_15m,worst_test_drawdown_pct,average_risk_discipline_score,total_evaluation_fills,positive_return_sum_pct,largest_positive_fold_return_pct,largest_positive_fold_contribution
alpha_router,AUDUSD EURGBP GBPUSD USDCAD,6,REJECT,False,non-negative fold fraction 33.3% is below 70.0%,0.3333333333333333,1.0,0.3333333333333333,0.3333333333333333,0.6666666666666667,-0.00025127452432943675,-0.00025127452432943675,-0.07282478159989954,0.0033459889787563757,100.0,132,0.0018478547816465074,0.0009812293043016673,0.5310099657438208
